What is your age?,What is your gender?,In which area do you stay in western line in Mumbai?,Your yearly income in INR,Do you own a house?,Where is your house located?,What is the carpet area of your current house in square feet?,How many rooms do you have?,What is the current price of your house in INR?,c_Car Parking,c_24hr Water Supply,c_Maintenance Staff,c_Gas Pipeline,c_Lift,c_Club house,c_24Hr Security,c_Gym,c_School,c_College,c_Hospitals,c_Medical,c_Railway Station,c_Market,Are you planning to buy a new house in Mumbai(Western Line)?,Would you take a housing loan if you had to buy a house?,In which area you would like to buy a new house in Mumbai(Western Line) if you had to?,What type of house you would look for if you had to buy a house?,What would be your budget if you had to buy a house?,How much carpet area would you want(square feet) if you had to buy a house?,How many rooms do you want if you had to buy a house?,If you had to buy a house what would you buy?,n_Car Parking,n_24hr Water Supply,n_Maintenance Staff,n_Gas Pipeline,n_Lift,n_Club house,n_24Hr Security,n_Gym,n_School,n_College,n_Hospitals,n_Medical,n_Railway Station,n_Market
56 - 65,Male,Lower Parel,7lakh - 9lakh,Yes,Building,550,1 BHK,22000000,"Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",Yes,Yes,Khar,Building,3Cr - 4Cr,650,2 BHK,Resale House,"Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
46 - 55,Male,Lower Parel,11lakh and above,Yes,Building,1320,3 BHK,55000000,"Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",Yes,Yes,Bandra,Building,4Cr - 5Cr,1500,4 BHK,Resale House,"Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
56 - 65,Male,Lower Parel,11lakh and above,Yes,Building,1450,3 BHK,72500000,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",No,Yes,Kandivali,Row House,2Cr - 3Cr,1500,3 BHK,New House,"24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
56 - 65,Female,Malad,7lakh - 9lakh,Yes,Building,350,1 BHK,8500000,"Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",No,Yes,Virar,Row House,1Cr - 2Cr,2000,4 BHK,Resale House,"24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
56 - 65,Male,Malad,9lakh - 11lakh,Yes,Building,450,2 BHK,9500000,"Car Parking, 24hr Water Supply, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",Yes,Yes,Virar,Row House,2Cr - 3Cr,2500,4 BHK,New House,"24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
46 - 55,Male,Malad,9lakh - 11lakh,Yes,Building,600,2 BHK,14000000,"Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market",Yes,Yes,Mira Road,Row House,1Cr - 2Cr,1500,4 BHK,Resale House,"24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
46 - 55,Female,Malad,9lakh - 11lakh,Yes,Building,800,3 BHK,20000000,"Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market",Yes,Yes,Borivali,Bungalow,2Cr - 3Cr,2000,4 BHK,Resale House,"24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
56 - 65,Male,Malad,11lakh and above,Yes,Building,1000,4 BHK,25000000,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market",Yes,Yes,Borivali,Bungalow,2Cr - 3Cr,1500,4 BHK,Resale House,"24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
46 - 55,Male,Churchgate,9lakh - 11lakh,Yes,Building,550,1 BHK,35000000,"Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market",Yes,Yes,Virar,Row House,2Cr - 3Cr,2000,4 BHK,Resale House,"24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
56 - 65,Male,Churchgate,11lakh and above,Yes,Building,1200,2 BHK,65000000,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market",Yes,Yes,Virar,Row House,1Cr - 2Cr,1500,3 BHK,Resale House,"24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
46 - 55,Male,Churchgate,9lakh - 11lakh,Yes,Building,1000,2 BHK,40000000,"Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",No,Yes,Mira Road,Building,1Cr - 2Cr,800,2 BHK,New House,"Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
56 - 65,Male,Marine Lines,11lakh and above,Yes,Bungalow,3500,4 BHK,90000000,"24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market",No,Yes,Churchgate,Row House,6Cr - 7Cr,2500,3 BHK,New House,"24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
